iter	RMSE
218	18.79336039
219	18.74200334
220	18.7296896
221	18.69474163
222	18.68346384
223	18.67326418
224	18.66307095
225	18.65317776
226	18.64388189
227	18.63226431
228	18.57620567
229	18.56463366
230	18.54978359
231	18.53833748
232	18.49278288
233	18.47802687
234	18.4297152
235	18.415136
236	18.3901333
237	18.3793395
238	18.30707206
239	18.26189948
240	18.25198719
241	18.24093177
242	18.22164308
243	18.17943993
244	18.12521007
245	18.11562209
246	18.10643084
247	18.06448627
248	18.03123947
249	18.02103648
250	18.00675365
251	17.96707598
252	17.95552642
253	17.94778254
254	17.93518941
255	17.92701099
256	17.90659111
257	17.83582052
258	17.78609948
259	17.77692414
260	17.7149407
261	17.65449192
262	17.62319059
263	17.61397664
264	17.59694132
265	17.5797459
266	17.53669753
267	17.528031
268	17.47821969
269	17.45056009
270	17.411337
271	17.36170838
272	17.32040068
273	17.29014609
274	17.27171746
275	17.24624865
276	17.22092805
277	17.20944702
278	17.17340022
279	17.1504327
280	17.1294611
281	17.09248701
282	17.06845521
283	17.04379834
284	17.03399852
285	17.01226377
286	16.98565639
287	16.96806198
288	16.9331575
289	16.89311092
290	16.87685209
291	16.85215862
292	16.84440217
293	16.82149236
294	16.75731904
295	16.71544999
296	16.66508762
297	16.62988269
298	16.62184876
299	16.58480683
300	16.54366745
301	16.50599172
302	16.48046606
303	16.4491581
304	16.39672403
305	16.38839383
306	16.35244072
307	16.29446784
308	16.28131026
309	16.26881163
310	16.22700228
311	16.18897297
312	16.17363868
313	16.13556392
314	16.08018516
315	16.05325683
316	16.01108909
317	15.98802973
318	15.97970247
319	15.9625392
320	15.93365391
321	15.90808487
322	15.89037036
323	15.84819723
324	15.82800562
325	15.76063249
326	15.7383486
327	15.66698887
328	15.64301701
329	15.62018128
330	15.60101938
331	15.59222522
332	15.57549009
333	15.55009179
334	15.54240021
335	15.51635561
336	15.49001111
337	15.46317434
338	15.45718095
339	15.45160418
340	15.42577659
341	15.40102568
342	15.3730958
343	15.3278166
344	15.30106899
345	15.27209844
346	15.24663044
347	15.21117749
348	15.18324931
349	15.16153394
350	15.12367851
351	15.10324446
352	15.08592028
353	15.06474193
354	15.01746733
355	14.97818706
356	14.97096371
357	14.93539086
358	14.9175733
359	14.8970172
360	14.88009121
361	14.85620705
362	14.85101487
363	14.83219709
364	14.80644647
365	14.78020931
366	14.74411914
367	14.72127236
368	14.71592368
369	14.71018571
370	14.70286671
371	14.67446984
372	14.65717593
373	14.6521035
374	14.62156445
375	14.59931939
376	14.59477718
377	14.546528
378	14.50946366
379	14.50507908
380	14.50013637
381	14.45903863
382	14.43238263
383	14.4288138
384	14.42583431
385	14.40369998
386	14.39824654
387	14.37893242
388	14.35943748
389	14.33508019
390	14.3150179
391	14.30765882
392	14.3013946
393	14.29490791
394	14.28131921
395	14.27568739
396	14.24377911
397	14.20405735
398	14.19793626
399	14.17735988
400	14.13770939
401	14.11533281
402	14.10185311
403	14.07903522
404	14.07363067
405	14.07064365
406	14.04855607
407	14.02601992
408	13.99927697
409	13.96762831
410	13.96143525
411	13.95629429
412	13.92302013
413	13.90251546
414	13.88666427
415	13.88375434
416	13.86608784
417	13.83514535
418	13.80119574
419	13.796087
420	13.77749184
421	13.77147474
422	13.73510372
423	13.72928323
424	13.72415127
425	13.70035209
426	13.68566576
427	13.65897861
428	13.61830452
429	13.59856013
430	13.57817175
431	13.54182105
432	13.51876969
433	13.50556024
434	13.4899027
435	13.46551562
436	13.44777723
437	13.42451021
438	13.4195148
439	13.41429203
440	13.39665143
441	13.37193039
442	13.35360614
443	13.33247219
444	13.30160011
445	13.28822639
446	13.25543642
447	13.21898383
448	13.18875693
449	13.16136853
450	13.15597928
451	13.14117154
452	13.10654953
453	13.10378267
454	13.08373858
455	13.06543204
456	13.03997551
457	13.03714834
458	12.99826492
459	12.99352376
460	12.98479517
461	12.95014417
462	12.94736086
463	12.92533062
464	12.90770619
465	12.9050032
466	12.89135041
467	12.87410572
468	12.85764713
469	12.84136303
470	12.82323508
471	12.80803312
472	12.79463782
473	12.77942028
474	12.76575222
475	12.74246235
476	12.73982834
477	12.72794414
478	12.7227698
479	12.7201923
480	12.71551652
481	12.67838367
482	12.67569193
483	12.67320664
484	12.64571613
485	12.63214332
486	12.62930013
487	12.60151463
488	12.57626727
489	12.56335454
490	12.55856338
491	12.5346627
492	12.51893793
493	12.49674296
494	12.47881509
495	12.47626675
496	12.44737906
497	12.41990533
498	12.39516117
499	12.3926114
500	12.37254232
501	12.33470324
502	12.32039699
503	12.30761072
504	12.29862742
505	12.29307542
506	12.26522472
507	12.24686938
508	12.24252921
509	12.22956278
510	12.21349652
511	12.21106682
512	12.2067151
513	12.18030387
514	12.15921924
515	12.13603915
516	12.12431151
517	12.10332364
518	12.06334713
519	12.04817861
520	12.01386222
521	12.01001522
522	11.9781018
523	11.97096476
524	11.94607049
525	11.94401603
526	11.94004084
527	11.93662613
528	11.9026942
529	11.88527714
530	11.85459747
531	11.82478024
532	11.79849291
533	11.772327
534	11.74163424
535	11.73522619
536	11.73131618
537	11.72264509
538	11.70245321
539	11.66557784
540	11.64986263
541	11.61797748
542	11.60222506
543	11.59817505
544	11.58745499
545	11.57701331
546	11.57273861
547	11.55114078
548	11.52754108
549	11.49538368
550	11.48442739
551	11.47979408
552	11.46392852
553	11.46113261
554	11.43061397
555	11.42854211
556	11.4061346
557	11.38333458
558	11.36453676
559	11.34164401
560	11.33527828
561	11.33288772
562	11.33091071
563	11.29048124
564	11.27807957
565	11.25932927
566	11.24670787
567	11.22932968
568	11.2126104
569	11.19953462
570	11.18723689
571	11.1835875
572	11.15800622
573	11.13914015
574	11.11766128
575	11.09937037
576	11.07266138
577	11.05588407
578	11.04306561
579	11.01871345
580	11.01287953
581	11.00875909
582	10.99653383
583	10.9713465
584	10.9555
585	10.94097072
586	10.91560518
587	10.89825449
588	10.88656442
589	10.86280466
590	10.86088202
591	10.83303823
592	10.81455911
593	10.80349807
594	10.79553215
595	10.79344607
596	10.77476208
597	10.7550736
598	10.75160975
599	10.74969698
600	10.74774299
601	10.74592034
602	10.72522993
603	10.72353691
604	10.70191173
605	10.68287127
606	10.67932292
607	10.67755249
608	10.66312091
609	10.65180216
610	10.65006379
611	10.62174387
612	10.59463504
613	10.58214218
614	10.56815781
615	10.56637389
616	10.56385667
617	10.540778
618	10.5390198
619	10.53742288
620	10.52680257
621	10.5251341
622	10.48904044
623	10.46550556
624	10.45660622
625	10.44088529
626	10.42264785
627	10.41957915
628	10.37739405
629	10.37582374
630	10.35818061
631	10.3566034
632	10.35509544
633	10.3425776
634	10.3389155
635	10.3126368
636	10.29723518
637	10.29574321
638	10.27930063
639	10.27744846
640	10.26862281
641	10.26712485
642	10.26533041
643	10.25260095
644	10.22109206
645	10.20722939
646	10.20551917
647	10.19675964
648	10.18321945
649	10.18077825
650	10.16816946
651	10.1510339
652	10.14941832
653	10.14645059
654	10.12505897
655	10.10903933
656	10.1006053
657	10.08836038
658	10.07199782
659	10.04746457
660	10.03399338
661	10.03118814
662	10.02974033
663	10.02619697
664	10.0245811
665	10.00535104
666	9.992583876
667	9.984957714
668	9.983574098
669	9.969941363
670	9.960103739
671	9.955670759
672	9.924858396
673	9.909252153
674	9.894731388
675	9.878903027
676	9.855799135
677	9.829606599
678	9.813569002
679	9.811012846
680	9.800477643
681	9.78529976
682	9.769433256
683	9.759729362
684	9.758321764
685	9.755699866
686	9.7455766
687	9.728736035
688	9.70843262
689	9.693837723
690	9.691156154
691	9.6899045
692	9.688572291
693	9.686928061
694	9.685311969
695	9.682272392
696	9.676227666
697	9.66575518
698	9.663296625
699	9.661817578
700	9.64954463
701	9.641838819
702	9.631806733
703	9.613954893
704	9.612736155
705	9.604384272
706	9.60319044
707	9.581309197
708	9.579830589
709	9.567417969
710	9.561155111
711	9.53071791
712	9.508433804
713	9.498727157
714	9.486044728
715	9.476957019
716	9.468945181
717	9.467451416
718	9.455007944
719	9.452338781
720	9.439902042
721	9.436794207
722	9.409267722
723	9.407895101
724	9.406702281
725	9.405544851
726	9.386328235
727	9.374797786
728	9.355380749
729	9.334176697
730	9.321743444
731	9.313242157
732	9.311968361
733	9.309510658
734	9.302097457
735	9.3006147
736	9.291796586
737	9.290224032
738	9.281676292
739	9.26765565
740	9.238849329
741	9.224236963
742	9.212273058
743	9.209752377
744	9.181319107
745	9.179594503
746	9.17753883
747	9.149016446
748	9.141300647
749	9.138827408
750	9.137267557
751	9.121867003
752	9.108389703
753	9.084285693
754	9.076190895
755	9.063799057
756	9.062412102
757	9.061359629
758	9.060120897
759	9.058841687
760	9.047201228
761	9.028807798
762	9.027653065
763	9.007656414
764	9.004703438
765	8.98617669
766	8.97897236
767	8.977089022
768	8.974286172
769	8.97293043
770	8.96426485
771	8.962130744
772	8.953587877
773	8.931924268
774	8.923809422
775	8.922608669
776	8.91871018
777	8.908445233
778	8.907158328
779	8.880688014
780	8.878285098
781	8.875544062
782	8.873556036
783	8.864175723
784	8.847526871
785	8.825265034
786	8.822983784
787	8.821525235
788	8.819417836
789	8.80935383
790	8.808067143
791	8.790989927
792	8.789710249
793	8.788631213
794	8.77882015
795	8.762386598
796	8.761384437
797	8.760384384
798	8.757773984
799	8.756760466
800	8.74600076
801	8.738427506
802	8.735879831
803	8.719644995
804	8.705676174
805	8.687892294
806	8.667908879
807	8.653068321
808	8.651832801
809	8.650762711
810	8.642505716
811	8.641342991
812	8.632159916
813	8.612822054
814	8.596873214
815	8.58748302
816	8.572865338
817	8.562623529
818	8.560226683
819	8.559181979
820	8.545645754
821	8.535540958
822	8.529711147
823	8.515736165
824	8.500225879
825	8.498190982
826	8.497089357
827	8.485135198
828	8.468576178
829	8.44267602
830	8.419469412
831	8.417803151
832	8.415730309
833	8.411390157
834	8.400304975
835	8.399091437
836	8.383369174
837	8.381274872
838	8.364636231
839	8.358424668
840	8.357492252
841	8.355619874
842	8.333726128
843	8.321966415
844	8.31482656
845	8.306048742
846	8.304934677
847	8.291488533
848	8.271423114
849	8.254149289
850	8.243951626
851	8.225380772
852	8.211838558
853	8.210799381
854	8.197321167
855	8.190111813
856	8.179050402
857	8.168433885
858	8.159875965
859	8.158888964
860	8.156777754
861	8.155658777
862	8.153609995
863	8.144887565
864	8.124992564
865	8.11673527
866	8.115699254
867	8.114707195
868	8.093538738
869	8.079248483
870	8.077302133
871	8.060822287
872	8.035730073
873	8.022187814
874	8.012888028
875	8.011862495
876	8.0050917
877	7.994095144
878	7.993152358
879	7.975940079
880	7.964519457
881	7.950013761
882	7.936808923
883	7.930392161
884	7.919613852
885	7.911046996
886	7.898440189
887	7.89056107
888	7.88224987
889	7.867097506
890	7.859275293
891	7.843904031
892	7.836362374
893	7.829190829
894	7.817226239
895	7.813394563
896	7.797940794
897	7.796924288
898	7.778811444
899	7.771309056
900	7.757679041
901	7.751341063
902	7.749787869
903	7.737974795
904	7.734307649
905	7.73329681
906	7.726561458
907	7.71460027
908	7.7135193
909	7.703262478
910	7.692798838
911	7.677517353
912	7.676451845
913	7.666235009
914	7.655602956
915	7.64918634
916	7.631570493
917	7.623963573
918	7.616051484
919	7.601688633
920	7.594491072
921	7.587906371
922	7.580610162
923	7.57468123
924	7.57365854
925	7.563601956
926	7.548591146
927	7.54692129
928	7.531532516
929	7.521172468
930	7.520159466
931	7.512183047
932	7.500806576
933	7.499869431
934	7.488421382
935	7.476768917
936	7.471486182
937	7.4569399
938	7.449918333
939	7.44896741
940	7.44394412
941	7.436641153
942	7.429403502
943	7.427767057
944	7.426897423
945	7.417214714
946	7.413796447
947	7.411784479
948	7.390150035
949	7.381416753
950	7.372819431
951	7.371107772
952	7.370149705
953	7.369193191
954	7.363093497
955	7.362233531
956	7.361483163
957	7.353715904
958	7.348623588
959	7.338926358
960	7.337330077
961	7.325690134
962	7.311384191
963	7.303800682
964	7.29105776
965	7.290268241
966	7.278983597
967	7.278074384
968	7.277217979
969	7.271142834
970	7.261001137
971	7.260272267
972	7.259532069
973	7.257937849
974	7.242877766
975	7.228189603
976	7.222113457
977	7.212875334
978	7.204745412
979	7.184761166
980	7.168851435
981	7.163916735
982	7.158486745
983	7.155533826
984	7.145456353
985	7.141260516
986	7.126010178
987	7.120239092
988	7.115336315
989	7.097294025
990	7.096565944
991	7.088157965
992	7.079733148
993	7.057532158
994	7.053061542
995	7.046870762
996	7.034086539
997	7.027754841
998	7.026924324
999	7.026068195
